id,label,uri,type,type_generic,predicate_type
11366,panettone,http://purl.obolibrary.org/obo/FOODON_03302466,food,food,
11367,chaa phluu plant,http://purl.obolibrary.org/obo/FOODON_03412457,food,food,
11368,shortening with freshness preserver,http://purl.obolibrary.org/obo/FOODON_03304176,food,food,
11369,boiling,http://purl.obolibrary.org/obo/FOODON_03450014,food,food,formed as a result of
11370,soup (japanese style),http://purl.obolibrary.org/obo/FOODON_03311577,food,food,
11371,crustacean product (chilled),http://purl.obolibrary.org/obo/FOODON_03317102,food,food,
11372,vegetable fat analog of whipped cream,http://purl.obolibrary.org/obo/FOODON_03316089,food,food,
11373,smoked meat (vacuum-packed),http://purl.obolibrary.org/obo/FOODON_03302924,food,food,
11374,searing,http://purl.obolibrary.org/obo/FOODON_03450045,food,food,
11375,sauce powder,http://purl.obolibrary.org/obo/FOODON_03317091,food,food,
11376,sydney cupped oyster,http://purl.obolibrary.org/obo/FOODON_03413674,food,food,
11377,ravioli filling,http://purl.obolibrary.org/obo/FOODON_03316012,food,food,
11378,blue skin,http://purl.obolibrary.org/obo/FOODON_03530286,food,food,
11379,25  poultry and poultry products (efg),http://purl.obolibrary.org/obo/FOODON_03400715,food,food,
11380,41180 - tomato ketchup and related sauces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544118,food,food,
11381,rice cake,http://purl.obolibrary.org/obo/FOODON_03309985,food,food,
11382,alcoholic beverage (distilled),http://purl.obolibrary.org/obo/FOODON_00001817,food,food,
11383,louisiana spiny lobster (raw),http://purl.obolibrary.org/obo/FOODON_03308371,food,food,
11384,milk analog (us cfr),http://purl.obolibrary.org/obo/FOODON_03400182,food,food,
11385,moreton bay chestnut black bean (in oil),http://purl.obolibrary.org/obo/FOODON_03311686,food,food,
11386,50202200 - alcoholic beverages (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03400876,food,food,
11387,short-finned eel,http://purl.obolibrary.org/obo/FOODON_03412673,food,food,
11388,00460 - african rice grain (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540046,food,food,
11389,16980 - davidsons plum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541698,food,food,
11390,03500 - extruded breakfast cereal products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540350,food,food,
11391,imitation margarine,http://purl.obolibrary.org/obo/FOODON_03302709,food,food,
11392,obsolete: distilled spirits,http://purl.obolibrary.org/obo/FOODON_03302410,food,food,
11393,pumpkin pie (baked),http://purl.obolibrary.org/obo/FOODON_03306767,food,food,
11394,filtering aid (codex),http://purl.obolibrary.org/obo/FOODON_03400409,food,food,
11395,grape vinegar food product,http://purl.obolibrary.org/obo/FOODON_00001928,food,food,
11396,pineapple pie,http://purl.obolibrary.org/obo/FOODON_03306770,food,food,
11397,imitation flavored beverage base (artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03305200,food,food,
11398,bran cereal,http://purl.obolibrary.org/obo/FOODON_03302906,food,food,
11399,emperor,http://purl.obolibrary.org/obo/FOODON_03412859,food,food,
11400,smelt,http://purl.obolibrary.org/obo/FOODON_03413821,food,food,
11401,fruit juice punch beverage base,http://purl.obolibrary.org/obo/FOODON_03303183,food,food,
11402,roast beef (frozen),http://purl.obolibrary.org/obo/FOODON_03310959,food,food,
11403,bacteria,http://purl.obolibrary.org/obo/FOODON_03412846,food,food,
11404,dessert preparation (milk-based; unstandardized),http://purl.obolibrary.org/obo/FOODON_03315871,food,food,
11405,beef bone marrow extract for flavoring,http://purl.obolibrary.org/obo/FOODON_03302171,food,food,
11406,chocolate milk (sterilized; sweetened),http://purl.obolibrary.org/obo/FOODON_03306572,food,food,
11407,bermuda grass plant,http://purl.obolibrary.org/obo/FOODON_03413383,food,food,
11408,07940 - other species of genus pleurotus; not elsewhere mentioned (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540794,food,food,
11409,28330 - cheese; morbier (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542833,food,food,
11410,20230 - wild boar liver (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542023,food,food,
11411,alaska blueberry plant,http://purl.obolibrary.org/obo/FOODON_03414474,food,food,
11412,10000599 - grains/flour variety packs (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03400968,food,food,
11413,asafoetida,http://purl.obolibrary.org/obo/FOODON_00002936,food,food,
11414,00180 - black fonio grain (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540018,food,food,
11415,instant tea powder,http://purl.obolibrary.org/obo/FOODON_03317489,food,food,
11416,squaw tea (dry),http://purl.obolibrary.org/obo/FOODON_03304679,food,food,
11417,green bean (sliced; in sauce; frozen),http://purl.obolibrary.org/obo/FOODON_03307910,food,food,
11418,muntry plant,http://purl.obolibrary.org/obo/FOODON_03415062,food,food,
11419,mushroom soup (canned),http://purl.obolibrary.org/obo/FOODON_03310321,food,food,
11420,36920 - wild angelica (infusion fruits) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543692,food,food,
11421,coconut (grated),http://purl.obolibrary.org/obo/FOODON_03309798,food,food,
11422,barracuda (raw),http://purl.obolibrary.org/obo/FOODON_03308228,food,food,
11423,36930 - witch hazel (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543693,food,food,
11424,tuna (canned),http://purl.obolibrary.org/obo/FOODON_03301668,food,food,
11425,30520 - liquorice candies (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543052,food,food,
11426,samsoe cheese,http://purl.obolibrary.org/obo/FOODON_03301733,food,food,
11427,norway lobster food product,http://purl.obolibrary.org/obo/FOODON_00002059,food,food,
11428,emperor family,http://purl.obolibrary.org/obo/FOODON_03412866,food,food,
11429,capsules based on gelatin,http://purl.obolibrary.org/obo/FOODON_03316309,food,food,
11430,multivitamin preparation,http://purl.obolibrary.org/obo/FOODON_03315171,food,food,
11431,shortening; liquid,http://purl.obolibrary.org/obo/FOODON_03315165,food,food,
11432,preserved plum,http://purl.obolibrary.org/obo/FOODON_03306892,food,food,
11433,soft drink (energy-containing sweetener not added),http://purl.obolibrary.org/obo/FOODON_03317097,food,food,
11434,44340 - acidity regulator (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544434,food,food,
11435,sugar based cacao food product,http://purl.obolibrary.org/obo/FOODON_00002286,food,food,
11436,sugar condiment,http://purl.obolibrary.org/obo/FOODON_00001083,food,food,
11437,angel croaker,http://purl.obolibrary.org/obo/FOODON_03413911,food,food,
11438,apple (raw; peeled; pieces; for commercial bakery use),http://purl.obolibrary.org/obo/FOODON_03316388,food,food,
11439,chocolate mousse ball,http://purl.obolibrary.org/obo/FOODON_03301565,food,food,
11440,16270 - dwarf elderberries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541627,food,food,
11441,fish; esociform,http://purl.obolibrary.org/obo/FOODON_03413808,food,food,
11442,candy (pill-shaped),http://purl.obolibrary.org/obo/FOODON_03301069,food,food,
11443,rainbow trout,http://purl.obolibrary.org/obo/FOODON_03411109,food,food,
11444,acidity regulator (EC),http://purl.obolibrary.org/obo/FOODON_03400326,food,food,
11445,29110 - cheese; cabrales (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542911,food,food,
11446,blewit,http://purl.obolibrary.org/obo/FOODON_03412521,food,food,
11447,cassidula,http://purl.obolibrary.org/obo/FOODON_03414637,food,food,
11448,prepared food product (us cfr),http://purl.obolibrary.org/obo/FOODON_03400172,food,food,
11449,meat product (jelly coated; cooked),http://purl.obolibrary.org/obo/FOODON_03317511,food,food,
11450,ice cream mix (powdered),http://purl.obolibrary.org/obo/FOODON_03305798,food,food,
11451,butterscotch creme pudding,http://purl.obolibrary.org/obo/FOODON_03306717,food,food,
11452,16330 - saskatoons (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541633,food,food,
11453,clam (smoked),http://purl.obolibrary.org/obo/FOODON_03304183,food,food,
11454,14710 - pome fruits (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541471,food,food,
11455,fleawort plant,http://purl.obolibrary.org/obo/FOODON_03412659,food,food,
11456,01070 - rice semolina (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540107,food,food,
11457,horseradish (powdered),http://purl.obolibrary.org/obo/FOODON_03304600,food,food,
11458,14290 - sweeties (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541429,food,food,
11459,chestnut (canned; in water),http://purl.obolibrary.org/obo/FOODON_03307002,food,food,
11460,packed in gas mixture,http://purl.obolibrary.org/obo/FOODON_03480032,food,food,
11461,peach juice,http://purl.obolibrary.org/obo/FOODON_03310658,food,food,
11462,bean (frozen),http://purl.obolibrary.org/obo/FOODON_03311424,food,food,
11463,cottage cheese (vegetable added),http://purl.obolibrary.org/obo/FOODON_03303571,food,food,
11464,beverage syrup (lingonberry-flavored),http://purl.obolibrary.org/obo/FOODON_03306114,food,food,
11465,whale meat food product,http://purl.obolibrary.org/obo/FOODON_00002346,food,food,
11466,arctic smelt,http://purl.obolibrary.org/obo/FOODON_03413899,food,food,
11467,egg product analog,http://purl.obolibrary.org/obo/FOODON_00001829,food,food,
11468,chocolate crumb,http://purl.obolibrary.org/obo/FOODON_03305697,food,food,
11469,07270 - parsley roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540727,food,food,
11470,cottage cheese (creamed; fruit added),http://purl.obolibrary.org/obo/FOODON_03303525,food,food,
11471,28290 - cheese; lubelski (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542829,food,food,
11472,green cabbage (whole; raw),http://purl.obolibrary.org/obo/FOODON_03310228,food,food,
11473,rat-tail anchovy,http://purl.obolibrary.org/obo/FOODON_03413834,food,food,
11474,beverage (dietetic; not further specified),http://purl.obolibrary.org/obo/FOODON_03311412,food,food,
11475,chicken head (frozen; ground for feed),http://purl.obolibrary.org/obo/FOODON_03303035,food,food,
11476,wakame,http://purl.obolibrary.org/obo/FOODON_03315451,food,food,
11477,crab (deviled; packed in crab shell),http://purl.obolibrary.org/obo/FOODON_03304646,food,food,
11478,caribbean lobster,http://purl.obolibrary.org/obo/FOODON_03413590,food,food,
11479,flavoring added; artificial,http://purl.obolibrary.org/obo/FOODON_03460228,food,food,formed as a result of
11480,infant food (meat),http://purl.obolibrary.org/obo/FOODON_03304222,food,food,
11481,mescal,http://purl.obolibrary.org/obo/FOODON_03301633,food,food,
11482,imitation fruit flavored drinks and ades (frozen concentrates),http://purl.obolibrary.org/obo/FOODON_03315040,food,food,
11483,chilean strawberry plant,http://purl.obolibrary.org/obo/FOODON_03413338,food,food,
11484,41730 - dextrin (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544173,food,food,
11485,44090 - wine flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544409,food,food,
11486,tom collins mix,http://purl.obolibrary.org/obo/FOODON_03310477,food,food,
11487,maine oyster (raw),http://purl.obolibrary.org/obo/FOODON_03308219,food,food,
11488,wuchang bream,http://purl.obolibrary.org/obo/FOODON_03414854,food,food,
11489,rose wine,http://purl.obolibrary.org/obo/FOODON_03310734,food,food,
11490,crustacean (cooked),http://purl.obolibrary.org/obo/FOODON_03310904,food,food,
11491,cheddar cheese (filled; containing margarine),http://purl.obolibrary.org/obo/FOODON_03303584,food,food,
11492,fish; semionotiformes,http://purl.obolibrary.org/obo/FOODON_03411894,food,food,
11493,forking larkspur plant,http://purl.obolibrary.org/obo/FOODON_03415159,food,food,
11494,pickle (polish),http://purl.obolibrary.org/obo/FOODON_03306939,food,food,
11495,chocolate shortbread cookie,http://purl.obolibrary.org/obo/FOODON_03305724,food,food,
11496,26120 - structured/textured fish meat products or fish paste (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542612,food,food,
11497,skate,http://purl.obolibrary.org/obo/FOODON_03411340,food,food,
11498,pike-conger family,http://purl.obolibrary.org/obo/FOODON_03413818,food,food,
11499,pistachio nut (whole; raw),http://purl.obolibrary.org/obo/FOODON_03301825,food,food,
11500,pork loin (uncooked; cured),http://purl.obolibrary.org/obo/FOODON_03317320,food,food,
11501,rose hip tea (dry),http://purl.obolibrary.org/obo/FOODON_03304570,food,food,
11502,margarine substitute,http://purl.obolibrary.org/obo/FOODON_03306210,food,food,
11503,grunt family,http://purl.obolibrary.org/obo/FOODON_03411812,food,food,
11504,new zealand commercial scallop,http://purl.obolibrary.org/obo/FOODON_03411946,food,food,
11505,olives (canned),http://purl.obolibrary.org/obo/FOODON_03307142,food,food,
11506,08190 - other wild fungi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540819,food,food,
11507,chocolate or chocolate product (eurofir),http://purl.obolibrary.org/obo/FOODON_03400839,food,food,
11508,33960 - egg liqueur (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543396,food,food,
11509,candy (artificially and naturally flavored),http://purl.obolibrary.org/obo/FOODON_03303736,food,food,
11510,04650 - fern group (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540465,food,food,
11511,12960 - celery seed and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541296,food,food,
11512,cusk eel (raw),http://purl.obolibrary.org/obo/FOODON_03308883,food,food,
11513,50192100 - snacks (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401108,food,food,
11514,morello cherry plant,http://purl.obolibrary.org/obo/FOODON_03412506,food,food,
11515,cream pie,http://purl.obolibrary.org/obo/FOODON_03306778,food,food,
11516,14820 - quinces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541482,food,food,
11517,fruit dessert food product,http://purl.obolibrary.org/obo/FOODON_00001887,food,food,
11518,07220 - jerusalem artichokes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540722,food,food,
11519,whale meat (pickled),http://purl.obolibrary.org/obo/FOODON_03315453,food,food,
11520,boletes,http://purl.obolibrary.org/obo/FOODON_03413452,food,food,
11521,fish fillet (deep-frozen),http://purl.obolibrary.org/obo/FOODON_03317624,food,food,
11522,24720 - dolphinfish roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542472,food,food,
11523,yellowfin tuna (raw),http://purl.obolibrary.org/obo/FOODON_03308461,food,food,
11524,hare,http://purl.obolibrary.org/obo/FOODON_03412695,food,food,
11525,alaskan native food claim or use,http://purl.obolibrary.org/obo/FOODON_03510268,food,food,
11526,23670 - japanese seabass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542367,food,food,
11527,soft drink mix (unsweetened; powdered),http://purl.obolibrary.org/obo/FOODON_03311084,food,food,
11528,ham stick,http://purl.obolibrary.org/obo/FOODON_03303022,food,food,
11529,36740 - condurango (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543674,food,food,
11530,filled milk (evaporated),http://purl.obolibrary.org/obo/FOODON_03307486,food,food,
11531,yellowtail flounder,http://purl.obolibrary.org/obo/FOODON_03411872,food,food,
11532,pork picnic (cooked; cured),http://purl.obolibrary.org/obo/FOODON_03317318,food,food,
11533,suez fusilier,http://purl.obolibrary.org/obo/FOODON_03412605,food,food,
11534,lobster tail (shell off),http://purl.obolibrary.org/obo/FOODON_03311698,food,food,
11535,coffee liqueur drink mix (dry),http://purl.obolibrary.org/obo/FOODON_03307336,food,food,
11536,34210 - chicory coffee ingredient (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543421,food,food,
11537,jellyfish,http://purl.obolibrary.org/obo/FOODON_03412408,food,food,
11538,plant derived beverage,http://purl.obolibrary.org/obo/FOODON_00001253,food,food,
11539,butter biscuit and chocolate,http://purl.obolibrary.org/obo/FOODON_03304370,food,food,
11540,condiment food product,http://purl.obolibrary.org/obo/FOODON_00001133,food,food,
11541,heavy wine; 14-24% alcohol; food product,http://purl.obolibrary.org/obo/FOODON_00001948,food,food,
11542,ullucu plant,http://purl.obolibrary.org/obo/FOODON_03413447,food,food,
11543,42760 - grape concord flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544276,food,food,
11544,28440 - cheese; provolone (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542844,food,food,
11545,citrus pulpwash solids,http://purl.obolibrary.org/obo/FOODON_03303559,food,food,
11546,guitarfish family,http://purl.obolibrary.org/obo/FOODON_03414125,food,food,
11547,35520 - eastern black walnut infusion leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543552,food,food,
