id,label,uri,type,type_generic,predicate_type
11055,boyer's sandsmelt,http://purl.obolibrary.org/obo/FOODON_03413820,food,food,
11056,43680 - sage flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544368,food,food,
11057,grenadine syrup,http://purl.obolibrary.org/obo/FOODON_03305436,food,food,
11058,21770 - cooked salami (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542177,food,food,
11059,soybean oil (flavored with extract from lobster shell),http://purl.obolibrary.org/obo/FOODON_03309609,food,food,
11060,butter or other animal fat (eurofir),http://purl.obolibrary.org/obo/FOODON_03400808,food,food,
11061,12070 - watermelon seeds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541207,food,food,
11062,cottage cheese type spread,http://purl.obolibrary.org/obo/FOODON_03315608,food,food,
11063,chinese wet noodle,http://purl.obolibrary.org/obo/FOODON_03306525,food,food,
11064,pudding mix (instant),http://purl.obolibrary.org/obo/FOODON_03310869,food,food,
11065,sauger,http://purl.obolibrary.org/obo/FOODON_03411670,food,food,
11066,european ling,http://purl.obolibrary.org/obo/FOODON_03413874,food,food,
11067,red kidney bean (canned),http://purl.obolibrary.org/obo/FOODON_03303520,food,food,
11068,noodle (chinese; instant),http://purl.obolibrary.org/obo/FOODON_03310708,food,food,
11069,asparagus soup,http://purl.obolibrary.org/obo/FOODON_03304960,food,food,
11070,french grey shallot plant,http://purl.obolibrary.org/obo/FOODON_03415112,food,food,
11071,thermosetting polymer container,http://purl.obolibrary.org/obo/FOODON_03490382,food,food,
11072,00740 - maize meal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540074,food,food,
11073,sea aster plant,http://purl.obolibrary.org/obo/FOODON_03414914,food,food,
11074,grape based alcoholic beverage,http://purl.obolibrary.org/obo/FOODON_00001922,food,food,
11075,32290 - fruit/vegetable juice concentrate (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543229,food,food,
11076,41670 - wheat starch (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544167,food,food,
11077,15070 - flat peaches (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541507,food,food,
11078,bread loaf containing wheat,http://purl.obolibrary.org/obo/FOODON_03301054,food,food,
11079,fruit bonbon,http://purl.obolibrary.org/obo/FOODON_03303740,food,food,
11080,sauce in pressurised container,http://purl.obolibrary.org/obo/FOODON_03317144,food,food,
11081,42560 - egg yolk flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544256,food,food,
11082,40920 - mayonnaise; hollandaise and related sauces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544092,food,food,
11083,canadian elder plant,http://purl.obolibrary.org/obo/FOODON_03414212,food,food,
11084,jam (energy-reduced),http://purl.obolibrary.org/obo/FOODON_03315981,food,food,
11085,salmonberry plant,http://purl.obolibrary.org/obo/FOODON_03414259,food,food,
11086,crustacean (whole or flesh part),http://purl.obolibrary.org/obo/FOODON_03317448,food,food,
11087,food (puffed),http://purl.obolibrary.org/obo/FOODON_00002656,food,food,
11088,shellfish (salted),http://purl.obolibrary.org/obo/FOODON_03315338,food,food,
11089,16830 - acerolas (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541683,food,food,
11090,petits beurres,http://purl.obolibrary.org/obo/FOODON_03305721,food,food,
11091,23780 - meagre (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542378,food,food,
11092,mammalian milk protein,http://purl.obolibrary.org/obo/FOODON_03460748,food,food,
11093,sugar (artificially vanilla-flavored),http://purl.obolibrary.org/obo/FOODON_03302576,food,food,
11094,nut (whole; raw; shell off),http://purl.obolibrary.org/obo/FOODON_03306520,food,food,
11095,northern pink shrimp,http://purl.obolibrary.org/obo/FOODON_03412580,food,food,
11096,03240 - oat porridge (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540324,food,food,
11097,meatloaf,http://purl.obolibrary.org/obo/FOODON_03315662,food,food,
11098,rice product flavoring,http://purl.obolibrary.org/obo/FOODON_00002206,food,food,
11099,grunt,http://purl.obolibrary.org/obo/FOODON_03411813,food,food,
11100,varnished tin-plate container,http://purl.obolibrary.org/obo/FOODON_03490310,food,food,
11101,peanut shell,http://purl.obolibrary.org/obo/FOODON_03309867,food,food,
11102,endive plant,http://purl.obolibrary.org/obo/FOODON_03411314,food,food,
11103,collard vegetable food product,http://purl.obolibrary.org/obo/FOODON_00001755,food,food,
11104,beef suet (raw),http://purl.obolibrary.org/obo/FOODON_03305826,food,food,
11105,crabmeat (fresh; raw),http://purl.obolibrary.org/obo/FOODON_03311351,food,food,
11106,boysenberry food product,http://purl.obolibrary.org/obo/FOODON_00001662,food,food,
11107,chosa herring,http://purl.obolibrary.org/obo/FOODON_03413848,food,food,
11108,06600 - ethiopian eggplants (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540660,food,food,
11109,butter sauce seasoning mix,http://purl.obolibrary.org/obo/FOODON_03302612,food,food,
11110,apricot (dehydrofrozen),http://purl.obolibrary.org/obo/FOODON_03306989,food,food,
11111,weatherfish,http://purl.obolibrary.org/obo/FOODON_03414860,food,food,
11112,08040 - chanterelles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540804,food,food,
11113,10980 - chickling vetches (dry) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541098,food,food,
11114,agile frog,http://purl.obolibrary.org/obo/FOODON_03413461,food,food,
11115,soft drink (eurofir),http://purl.obolibrary.org/obo/FOODON_03400843,food,food,
11116,boar fish,http://purl.obolibrary.org/obo/FOODON_03414077,food,food,
11117,whiting,http://purl.obolibrary.org/obo/FOODON_03411640,food,food,
11118,18090 - jam; currants (red) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541809,food,food,
11119,channel catfish,http://purl.obolibrary.org/obo/FOODON_03411899,food,food,
11120,25680 - sea-squirts and other tunicates (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542568,food,food,
11121,fish sausage,http://purl.obolibrary.org/obo/FOODON_03306331,food,food,
11122,ruff family,http://purl.obolibrary.org/obo/FOODON_03412679,food,food,
11123,cream-type pie (frozen),http://purl.obolibrary.org/obo/FOODON_03311305,food,food,
11124,polyvinyl chloride plug,http://purl.obolibrary.org/obo/FOODON_03490236,food,food,
11125,melba toast,http://purl.obolibrary.org/obo/FOODON_03305348,food,food,
11126,41920 - avocado flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544192,food,food,
11127,01  fruits (ccpr),http://purl.obolibrary.org/obo/FOODON_03400649,food,food,
11128,has quality,http://purl.obolibrary.org/obo/RO_0000086,food,food,
11129,30910 - animal and vegetable fats and oils and primary derivatives thereof (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543091,food,food,
11130,25210 - barnacle (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542521,food,food,
11131,40720 - stock cubes or granulate (bouillon base) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544072,food,food,
11132,cordyla plant,http://purl.obolibrary.org/obo/FOODON_03412841,food,food,
11133,poultry fat (rendered),http://purl.obolibrary.org/obo/FOODON_03317340,food,food,
11134,runner,http://purl.obolibrary.org/obo/FOODON_03413951,food,food,
11135,cheese sauce,http://purl.obolibrary.org/obo/FOODON_03304042,food,food,
11136,horned puffin,http://purl.obolibrary.org/obo/FOODON_03414295,food,food,
11137,root; tuber or bulb; with part of top,http://purl.obolibrary.org/obo/FOODON_03420100,food,food,derives from
11138,fruit juice (raw; semi-finished),http://purl.obolibrary.org/obo/FOODON_03316481,food,food,
11139,prime grade,http://purl.obolibrary.org/obo/FOODON_03530009,food,food,has quality
11140,alcohol content < 9%,http://purl.obolibrary.org/obo/FOODON_03530171,food,food,
11141,rollmop (artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03309102,food,food,
11142,plantain plant,http://purl.obolibrary.org/obo/FOODON_03413712,food,food,
11143,31010 - maize oil; edible (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543101,food,food,
11144,tea (decaffeinated; dry),http://purl.obolibrary.org/obo/FOODON_03301059,food,food,
11145,scallop (cured; smoked),http://purl.obolibrary.org/obo/FOODON_03304350,food,food,
11146,fish; acipenseriform,http://purl.obolibrary.org/obo/FOODON_03411020,food,food,
11147,freezant (codex),http://purl.obolibrary.org/obo/FOODON_03400421,food,food,
11148,mostarda di frutta,http://purl.obolibrary.org/obo/FOODON_03317504,food,food,
11149,galangal plant,http://purl.obolibrary.org/obo/FOODON_03412971,food,food,
11150,33470 - root beer (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543347,food,food,
11151,obsolete: ice milk goat milk,http://purl.obolibrary.org/obo/FOODON_03316967,food,food,
11152,39550 - spring rolls (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543955,food,food,
11153,058  milled cereal products (early milling stages) (cm) (ccpr),http://purl.obolibrary.org/obo/FOODON_03400759,food,food,
11154,frozen dessert made from vegetable fat,http://purl.obolibrary.org/obo/FOODON_03305797,food,food,
11155,07770 - spirulina (maxima) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540777,food,food,
11156,castor bean plant,http://purl.obolibrary.org/obo/FOODON_03411703,food,food,
11157,chestnut (mashed),http://purl.obolibrary.org/obo/FOODON_03302963,food,food,
11158,greenling family,http://purl.obolibrary.org/obo/FOODON_03411811,food,food,
11159,yelloweye mullet,http://purl.obolibrary.org/obo/FOODON_03412896,food,food,
11160,cheese rind (washed or brushed),http://purl.obolibrary.org/obo/FOODON_03530072,food,food,
11161,13680 - fruit spices (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541368,food,food,
11162,cuban stone crab,http://purl.obolibrary.org/obo/FOODON_03413556,food,food,
11163,orange beverage base (naturally and artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03302242,food,food,
11164,bratwurst,http://purl.obolibrary.org/obo/FOODON_00002911,food,food,
11165,obsolete: hemicellulose added,http://purl.obolibrary.org/obo/FOODON_03460125,food,food,
11166,spread; very low fat,http://purl.obolibrary.org/obo/FOODON_03316244,food,food,
11167,ham sandwich,http://purl.obolibrary.org/obo/FOODON_03307807,food,food,
11168,lactic cheese,http://purl.obolibrary.org/obo/FOODON_03303506,food,food,
11169,35290 - mullein infusion leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543529,food,food,
11170,cream of chicken soup,http://purl.obolibrary.org/obo/FOODON_03305127,food,food,
11171,09370 - preserved concentrated tomatoes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540937,food,food,
11172,cow milk based food product,http://purl.obolibrary.org/obo/FOODON_00001771,food,food,
11173,glass container; coloured; light weight,http://purl.obolibrary.org/obo/FOODON_03490279,food,food,
11174,candy food product,http://purl.obolibrary.org/obo/FOODON_00001214,food,food,
11175,frozen nondairy topping,http://purl.obolibrary.org/obo/FOODON_03315058,food,food,
11176,energy drink,http://purl.obolibrary.org/obo/FOODON_00003189,food,food,
11177,muster john henry plant,http://purl.obolibrary.org/obo/FOODON_03415000,food,food,
11178,27270 - milk powder; skimmed (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542727,food,food,
11179,bouillon powder,http://purl.obolibrary.org/obo/FOODON_03317090,food,food,
11180,pacific crayfish (raw),http://purl.obolibrary.org/obo/FOODON_03308795,food,food,
11181,19150 - bovine fresh meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541915,food,food,
11182,noodle product (egg; vegetable; enriched),http://purl.obolibrary.org/obo/FOODON_03316961,food,food,
11183,porridge,http://purl.obolibrary.org/obo/FOODON_03311555,food,food,
11184,12540 - american oil palm fruits (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541254,food,food,
11185,lemon grass stalk,http://purl.obolibrary.org/obo/FOODON_00003340,food,food,
11186,gelatin dessert mix (dry),http://purl.obolibrary.org/obo/FOODON_03305873,food,food,
11187,asiatic pennywort plant,http://purl.obolibrary.org/obo/FOODON_03412442,food,food,
11188,mate plant,http://purl.obolibrary.org/obo/FOODON_03412059,food,food,
11189,moreton bay chestnut plant,http://purl.obolibrary.org/obo/FOODON_03412133,food,food,
11190,blue mussel,http://purl.obolibrary.org/obo/FOODON_03412875,food,food,
11191,22890 - paddle fish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542289,food,food,
11192,pinniped group,http://purl.obolibrary.org/obo/FOODON_03414165,food,food,
11193,beef bourguignon,http://purl.obolibrary.org/obo/FOODON_00003233,food,food,
11194,14600 - cleopatra mandarins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541460,food,food,
11195,sugar vinegar,http://purl.obolibrary.org/obo/FOODON_03301230,food,food,
11196,millet beer food product,http://purl.obolibrary.org/obo/FOODON_00001063,food,food,
11197,yam; tropical (plant),http://purl.obolibrary.org/obo/FOODON_03411181,food,food,
11198,imitation maple- and butter-flavored table syrup,http://purl.obolibrary.org/obo/FOODON_03302545,food,food,
11199,brazilian pepper tree,http://purl.obolibrary.org/obo/FOODON_03412347,food,food,
11200,myrtle plant,http://purl.obolibrary.org/obo/FOODON_03415060,food,food,
11201,32520 - dehydrated/powdered vegetable juice (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543252,food,food,
11202,south american abalone (raw),http://purl.obolibrary.org/obo/FOODON_03308682,food,food,
11203,fig (whole),http://purl.obolibrary.org/obo/FOODON_00003266,food,food,
11204,bobtail squid,http://purl.obolibrary.org/obo/FOODON_03414532,food,food,
11205,plastic,http://purl.obolibrary.org/obo/FOODON_03500036,food,food,adjacent to
11206,parsnip food product,http://purl.obolibrary.org/obo/FOODON_00002085,food,food,
11207,chicory (whole; raw),http://purl.obolibrary.org/obo/FOODON_03302727,food,food,
11208,vendace,http://purl.obolibrary.org/obo/FOODON_03412369,food,food,
11209,climbing fig plant,http://purl.obolibrary.org/obo/FOODON_03413332,food,food,
11210,27610 - cheese; epoisses (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542761,food,food,
11211,nelma,http://purl.obolibrary.org/obo/FOODON_00003153,food,food,
11212,apricot and almond jam,http://purl.obolibrary.org/obo/FOODON_03305877,food,food,
11213,great black-backed gull,http://purl.obolibrary.org/obo/FOODON_03414570,food,food,
11214,chocolate-flavored dairy powder (artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03302830,food,food,
11215,halal claim or use,http://purl.obolibrary.org/obo/FOODON_03510187,food,food,
11216,50102100 - vegetables - prepared/processed (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401006,food,food,
11217,nachos,http://purl.obolibrary.org/obo/FOODON_00002533,food,food,
11218,alfalfa plant,http://purl.obolibrary.org/obo/FOODON_03411359,food,food,
11219,carrier (codex),http://purl.obolibrary.org/obo/FOODON_03400383,food,food,
11220,bergamot orange plant,http://purl.obolibrary.org/obo/FOODON_03411898,food,food,
11221,aperitif beverage,http://purl.obolibrary.org/obo/FOODON_03303646,food,food,
11222,chicken soup mix (instant),http://purl.obolibrary.org/obo/FOODON_03304905,food,food,
11223,northern fulmar,http://purl.obolibrary.org/obo/FOODON_03414566,food,food,
11224,foxtail amaranth plant,http://purl.obolibrary.org/obo/FOODON_03414906,food,food,
11225,herbal tea (liquid),http://purl.obolibrary.org/obo/FOODON_00003170,food,food,
11226,filling dairy (frozen),http://purl.obolibrary.org/obo/FOODON_03315056,food,food,
11227,wild grape plant,http://purl.obolibrary.org/obo/FOODON_03414821,food,food,
11228,grape carbonated beverage (artificially colored),http://purl.obolibrary.org/obo/FOODON_03305465,food,food,
11229,50290100 - vegetables - unprepared/unprocessed (frozen) (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401365,food,food,
11230,orange juice (unpasteurized),http://purl.obolibrary.org/obo/FOODON_00001277,food,food,
11231,sandwich spread (unstandardized),http://purl.obolibrary.org/obo/FOODON_03315827,food,food,
11232,17090 - spanish limes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541709,food,food,
11233,hen egg white hydrolysate,http://purl.obolibrary.org/obo/FOODON_03316499,food,food,
11234,buttercup squash plant,http://purl.obolibrary.org/obo/FOODON_03414516,food,food,
11235,cream of broccoli soup,http://purl.obolibrary.org/obo/FOODON_03310180,food,food,
11236,chicken soup concentrate,http://purl.obolibrary.org/obo/FOODON_03305353,food,food,
11237,sweet pea plant,http://purl.obolibrary.org/obo/FOODON_03411487,food,food,
11238,lemon marmalade,http://purl.obolibrary.org/obo/FOODON_03306395,food,food,
11239,shrimp or prawn (quick frozen),http://purl.obolibrary.org/obo/FOODON_03317198,food,food,
11240,curry sauce,http://purl.obolibrary.org/obo/FOODON_03304046,food,food,
11241,oatmeal (cooked; not drained),http://purl.obolibrary.org/obo/FOODON_03311129,food,food,
11242,concord grape (plant),http://purl.obolibrary.org/obo/FOODON_03412122,food,food,
11243,28240 - cheese; kasseri (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542824,food,food,
11244,Bondon cheese food product,http://purl.obolibrary.org/obo/FOODON_00001081,food,food,
11245,sodium chloride mixt. with potassium chloride,http://purl.obolibrary.org/obo/FOODON_03411656,food,food,
11246,shad smoked using hot-smoking nitrite-treated,http://purl.obolibrary.org/obo/FOODON_03311312,food,food,
11247,16600 - carambolas and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541660,food,food,
11248,vermicelli vegetable (enriched),http://purl.obolibrary.org/obo/FOODON_03316821,food,food,
11249,rapeseed oil,http://purl.obolibrary.org/obo/FOODON_03310482,food,food,
11250,33  products for special nutritional use (efg),http://purl.obolibrary.org/obo/FOODON_03400723,food,food,
11251,salal plant,http://purl.obolibrary.org/obo/FOODON_03414958,food,food,
11252,flavor concentrate in tablet form,http://purl.obolibrary.org/obo/FOODON_03317202,food,food,
11253,fruit juice drink (from extract),http://purl.obolibrary.org/obo/FOODON_03317032,food,food,
11254,lactose free food,http://purl.obolibrary.org/obo/FOODON_03510171,food,food,has consumer
11255,cherry glace,http://purl.obolibrary.org/obo/FOODON_03303117,food,food,
11256,07490 - swedes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540749,food,food,
11257,41800 - flavourings (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544180,food,food,
11258,kaiyomaru rattail,http://purl.obolibrary.org/obo/FOODON_03412905,food,food,
11259,25690 - sea squirts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542569,food,food,
11260,peperoncino food product,http://purl.obolibrary.org/obo/FOODON_03304355,food,food,
11261,macaroni and mince (meat),http://purl.obolibrary.org/obo/FOODON_03304778,food,food,
11262,cake filling,http://purl.obolibrary.org/obo/FOODON_03315237,food,food,
11263,50192300 - desserts/dessert sauces/toppings (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401073,food,food,
11264,09430 - pickled / marinated vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540943,food,food,
11265,pecan (whole; oil roasted),http://purl.obolibrary.org/obo/FOODON_03311213,food,food,
11266,meat scrap,http://purl.obolibrary.org/obo/FOODON_03309475,food,food,
11267,beef (partially defatted; cooked),http://purl.obolibrary.org/obo/FOODON_03311466,food,food,
11268,dairy product (unstandardized),http://purl.obolibrary.org/obo/FOODON_03315744,food,food,
11269,maple and cane syrup,http://purl.obolibrary.org/obo/FOODON_03307717,food,food,
11270,rice krispies cereal,http://purl.obolibrary.org/obo/FOODON_03309403,food,food,
11271,03420 - processed maize-based flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540342,food,food,
11272,watermelon (whole; raw),http://purl.obolibrary.org/obo/FOODON_03301040,food,food,
11273,bone meal used in animal feed,http://purl.obolibrary.org/obo/FOODON_03311159,food,food,
11274,chicken frankfurter,http://purl.obolibrary.org/obo/FOODON_03310576,food,food,
11275,wheat cracker,http://purl.obolibrary.org/obo/FOODON_03307113,food,food,
11276,sage food product,http://purl.obolibrary.org/obo/FOODON_00002217,food,food,
11277,fruit syrup calorie-reduced,http://purl.obolibrary.org/obo/FOODON_03316430,food,food,
11278,macaroni (long),http://purl.obolibrary.org/obo/FOODON_03303925,food,food,
11279,seahorse,http://purl.obolibrary.org/obo/FOODON_03412572,food,food,
11280,loganberry food product,http://purl.obolibrary.org/obo/FOODON_00002008,food,food,
11281,navy bean flour,http://purl.obolibrary.org/obo/FOODON_03303554,food,food,
11282,spiral-horned bovine,http://purl.obolibrary.org/obo/FOODON_03414375,food,food,
11283,butter-flavored candy,http://purl.obolibrary.org/obo/FOODON_03302523,food,food,
11284,cold-pack cheese,http://purl.obolibrary.org/obo/FOODON_03301742,food,food,
11285,rye bread (artificially colored),http://purl.obolibrary.org/obo/FOODON_03302369,food,food,
11286,potato soup,http://purl.obolibrary.org/obo/FOODON_03304928,food,food,
11287,hen egg omelette mix,http://purl.obolibrary.org/obo/FOODON_03315568,food,food,
11288,turkey croquette,http://purl.obolibrary.org/obo/FOODON_03307205,food,food,
11289,tea concentrate (liquid),http://purl.obolibrary.org/obo/FOODON_03315442,food,food,
11290,jam (energy-containing sweetener not added),http://purl.obolibrary.org/obo/FOODON_03317156,food,food,
11291,shrimp noodle,http://purl.obolibrary.org/obo/FOODON_03306949,food,food,
11292,noodle (egg; dumpling),http://purl.obolibrary.org/obo/FOODON_03306957,food,food,
11293,yellowtail tuna (in cottonseed oil; smoked),http://purl.obolibrary.org/obo/FOODON_03308726,food,food,
11294,cream (sterilized; sour cream flavored),http://purl.obolibrary.org/obo/FOODON_03304466,food,food,
11295,papaw and mango chutney,http://purl.obolibrary.org/obo/FOODON_03302927,food,food,
11296,01920 - pasta; gluten free (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540192,food,food,
11297,23890 - miscellaneous demersal marine fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542389,food,food,
11298,cool summer climatic zone,http://purl.obolibrary.org/obo/FOODON_03520501,food,food,
11299,19740 - ratites; minced meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541974,food,food,
11300,35900 - cinnamon infusion flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543590,food,food,
11301,39580 - pastas and rice (or other cereal) based dishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543958,food,food,
11302,star fruit food product,http://purl.obolibrary.org/obo/FOODON_00003102,food,food,
11303,30090 - sugar beet syrup (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543009,food,food,
11304,grouse,http://purl.obolibrary.org/obo/FOODON_03411251,food,food,
11305,yellow bell pepper (whole; raw),http://purl.obolibrary.org/obo/FOODON_00003012,food,food,
11306,09260 - signet marigold (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540926,food,food,
11307,conch (raw),http://purl.obolibrary.org/obo/FOODON_03308121,food,food,
11308,spice oleoresins,http://purl.obolibrary.org/obo/FOODON_03311449,food,food,
11309,safflower oil margarine,http://purl.obolibrary.org/obo/FOODON_03306208,food,food,
11310,typical owl family,http://purl.obolibrary.org/obo/FOODON_03414490,food,food,
11311,olive (stuffed with anchovy; in brine),http://purl.obolibrary.org/obo/FOODON_03307137,food,food,
11312,Ají dulce pepper plant,http://purl.obolibrary.org/obo/FOODON_00002983,food,food,
11313,12870 - saffron and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541287,food,food,
11314,beverage can enamel; noncarbonated beverage,http://purl.obolibrary.org/obo/FOODON_03500012,food,food,
11315,02460 - biscuit with inclusions; filling or coating (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540246,food,food,
11316,pie (frozen),http://purl.obolibrary.org/obo/FOODON_03306779,food,food,
11317,pasteurized blended cheese with fruits vegetables or meats,http://purl.obolibrary.org/obo/FOODON_03316865,food,food,
11318,15880 - salal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541588,food,food,
11319,giant granadilla plant,http://purl.obolibrary.org/obo/FOODON_03412785,food,food,
11320,guava food product,http://purl.obolibrary.org/obo/FOODON_00001940,food,food,
11321,dessert concentrate,http://purl.obolibrary.org/obo/FOODON_03316615,food,food,
11322,barley flour,http://purl.obolibrary.org/obo/FOODON_03309657,food,food,
11323,northern sand lance,http://purl.obolibrary.org/obo/FOODON_03414006,food,food,
11324,artificial sweetener (liquid),http://purl.obolibrary.org/obo/FOODON_03317138,food,food,
11325,21110 - tiroler speck (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542111,food,food,
11326,cereal product (solid),http://purl.obolibrary.org/obo/FOODON_03315324,food,food,
11327,21330 - cooked cured (or seasoned) poultry meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542133,food,food,
11328,field corn food product,http://purl.obolibrary.org/obo/FOODON_00001845,food,food,
11329,balut,http://purl.obolibrary.org/obo/FOODON_03302184,food,food,
11330,lobster tomalley (raw),http://purl.obolibrary.org/obo/FOODON_03308345,food,food,
11331,23400 - sole (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542340,food,food,
11332,levant cotton plant,http://purl.obolibrary.org/obo/FOODON_03413738,food,food,
11333,17910 - dried fruit (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541791,food,food,
11334,macaroni (whole wheat),http://purl.obolibrary.org/obo/FOODON_03316822,food,food,
11335,coca plant,http://purl.obolibrary.org/obo/FOODON_03412053,food,food,
11336,vegetable protein (textured),http://purl.obolibrary.org/obo/FOODON_03311469,food,food,
11337,signet marigold plant,http://purl.obolibrary.org/obo/FOODON_03415001,food,food,
11338,elephant meat (raw),http://purl.obolibrary.org/obo/FOODON_03306476,food,food,
11339,manta family,http://purl.obolibrary.org/obo/FOODON_03412298,food,food,
11340,chicken (strained),http://purl.obolibrary.org/obo/FOODON_03310628,food,food,
11341,29380 - custard (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542938,food,food,
11342,cocoa (breakfast),http://purl.obolibrary.org/obo/FOODON_03316771,food,food,
11343,dolphinfish food product,http://purl.obolibrary.org/obo/FOODON_00001820,food,food,
11344,goose,http://purl.obolibrary.org/obo/FOODON_03411253,food,food,
11345,stew or hash (us cfr),http://purl.obolibrary.org/obo/FOODON_03400212,food,food,
11346,26800 - cream and cream products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542680,food,food,
11347,22590 - characins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542259,food,food,
11348,mammalian milk for infant,http://purl.obolibrary.org/obo/FOODON_03317207,food,food,
11349,northern shortfin squid,http://purl.obolibrary.org/obo/FOODON_03413696,food,food,
11350,shoshone bannock food claim or use,http://purl.obolibrary.org/obo/FOODON_03510271,food,food,
11351,fat content 30-50%,http://purl.obolibrary.org/obo/FOODON_03530192,food,food,
11352,maraschino cherry (green),http://purl.obolibrary.org/obo/FOODON_03303125,food,food,
11353,hawksbill turtle,http://purl.obolibrary.org/obo/FOODON_03413466,food,food,
11354,brown rice miso,http://purl.obolibrary.org/obo/FOODON_03301973,food,food,
11355,26740 - dromedary milk (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542674,food,food,
11356,fruit flavor paste,http://purl.obolibrary.org/obo/FOODON_03306237,food,food,
11357,white corn meal (self-rising),http://purl.obolibrary.org/obo/FOODON_03316845,food,food,
11358,wellington flying squid,http://purl.obolibrary.org/obo/FOODON_03413698,food,food,
11359,mixed vegetables (canned),http://purl.obolibrary.org/obo/FOODON_03303882,food,food,
11360,spring water lobster (raw),http://purl.obolibrary.org/obo/FOODON_03308819,food,food,
11361,caper food product,http://purl.obolibrary.org/obo/FOODON_00001681,food,food,
11362,27240 - milk and dairy powders (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542724,food,food,
11363,yellow sole,http://purl.obolibrary.org/obo/FOODON_03412489,food,food,
11364,26010 - insects and arachnids (including species only consumed outside eu) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542601,food,food,
11365,pecan candy food product,http://purl.obolibrary.org/obo/FOODON_00002106,food,food,
